Year_of_last_filed_report,NPRI_Site_ID,Company_Name,Facility_Name,Address_line_1,Address_line_2,City,Province,Postal_Code,Key_Industrial_Sector,Datum,Latitude,Longitude,PRV_WSHD_I,NHN_TWS_ID
1993,377,H. B. FULLER CANADA INC.,,,,,QC,,,WGS84,45.5722,-73.4556,NA,210
2021,380,Filamat Composites Inc.,Rangeview Road Facility,,,Mississauga,ON,L5E 1G9,Chemicals,WGS84,43.5731,-79.5592,NA,209
2021,383,Helmitin Inc.,Toronto Plant,,,Toronto,ON,M8Z 5K7,Chemicals,WGS84,43.6253,-79.5419,NA,209
2012,384,Emery Oleochemicals Canada Ltd.,Toronto Plant,425 Kipling Avenue,,TORONTO,ON,M8Z5C8,Chemicals,WGS84,43.605,-79.52,NA,209
1998,389,Heritage Silversmiths Inc.,,1847 Rogers Road,,PERTH,ON,K7H1P8,Other Manufacturing,WGS84,44.8876,-76.2444,ON-02LA-06,02LA
2021,390,Héroux-Devtek Inc.,"Division Trains d'atterrissage, Longueuil",,,Longueuil,QC,J4H 3N2,Transportation Equipment Mfg.,WGS84,45.537,-73.4973,NA,210
2008,391,BASELL CANADA,VARENNES PLANT,3360 chemin de la Baronnie,,VARENNES,QC,J3X1T6,Plastics and Rubber,WGS84,45.6977,-73.4151,NA,210
2021,393,Home Hardware Stores Ltd.,Paint & Home Products Division,,,Burford,ON,N0E 1A0,Chemicals,WGS84,43.0967,-80.4311,ON-02GB-04,02GB
2014,394,BARRICK GOLD INC.,Nickel Plate Mine,612 Southern Transprovincial Highway Highway Southwest,,PENTICTON,BC,V2A6Y7,Mining and Quarrying,WGS84,49.3711,-120.0231,BC_184,08NL
2021,397,Honda Canada Inc.,Honda of Canada Mfg.,,,Alliston,ON,L9R 1A2,Transportation Equipment Mfg.,WGS84,44.1486,-79.8408,ON-02ED-11,02ED
2002,400,Dover Packaging Limited (formerly Howell Packaging Limited),,3230 Mainway Avenue,,BURLINGTON,ON,L7M1A5,Pulp and Paper,WGS84,43.364,-79.8051,NA,02HB
2021,403,Husky Oil Operations Limited,Lloydminster Refinery,,,Lloydminster,AB,T9V 0R7,Petroleum and Coal Product Refining and Mfg.,WGS84,53.2885,-110.0183,AB-11040302,05EF
2021,405,Tidewater Midstream and Infrastructure Ltd.,Prince George Refinery,,,Prince George,BC,V2K 5P5,Petroleum and Coal Product Refining and Mfg.,WGS84,53.9268,-122.7028,BC_197,08JC
2021,407,Tidewater Midstream and Infrastructure Ltd.,Ram River Sour Gas Plant,,,Rocky Mountain House,AB,T4T 1B5,Conventional Oil and Gas extraction,WGS84,52.1463,-115.33,AB-11010302,05DB
2021,409,Husky Oil Operations Limited,Lloydminster Upgrader,,,Lloydminster,SK,S9V 1M6,Conventional Oil and Gas extraction,WGS84,53.26311,-109.94889,NA,05EF
1993,417,ICI Autocolor,,,,,ON,,,WGS84,43.6992,-79.4611,ON-02HC-02,02HC
1998,420,ICI Canada inc,McMasterville Complex,801 blvd Richelieu,,MCMASTERVILLE,QC,J3G1T9,Chemicals,WGS84,45.571,-73.1984,NA,02OJ
1998,421,ICL Engineering Ltd.,,10111 River Drive,,RICHMOND,BC,V6X1Z2,Plastics and Rubber,WGS84,49.1981,-123.1096,BC_103,08MH
2018,422,Icynene Inc.,Manufacturing Facility,6747 Campobello Road,,MISSISSAUGA,ON,L5N2L7,Chemicals,WGS84,43.6269,-79.6647,ON-02HC-01,02HC
2021,423,The International Group Inc.,Agincourt Plant,,,Toronto,ON,M1S 2A8,Petroleum and Coal Product Refining and Mfg.,WGS84,43.7841,-79.2763,NA,02HC
2008,424,IMPERIAL OIL,BONNIE GLEN GAS PLANT,04-17-047-27 W4M,RR #2,THORSBY,AB,T0C2P0,,WGS84,53.0481,-113.921,AB-09010103,05FA
2021,426,Caledonian Midstream,Quirk Creek Gas Plant,,,Millarville,AB,T0L 1K0,Conventional Oil and Gas extraction,WGS84,50.7477,-114.4947,AB-04021202,05BL
2021,428,Imperial Oil Resources N.W.T. Limited,Norman Wells Central Processing Facility,,,Norman Wells,NT,X0E 0V0,Conventional Oil and Gas extraction,WGS84,65.2873,-126.8812,NA,10KA
2006,430,IMPERIAL OIL,LEDUC WOODBEND GAS CONSERVATION PLANT,02-28-049-11 W5M,P.O. Box 480,DEVON,AB,T0C1E0,,WGS84,53.3546,-113.715,AB-11020201,05DF
2021,432,Canadian Natural Resources Limited,Wapiti Deep Cut Plant 04-08-069-08 W6M,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,54.9527,-119.1953,AB-18020301,07GC
2009,434,IMPERIAL OIL,GOLDEN SPIKE GAS CONSERVATION PLANT,15-22-051-27 W4M,,DEVON,AB,T0C1E0,,WGS84,53.4213,-113.9044,AB-11020201,05DF
1995,436,Everdell Gas Plant,,LSD14-20-38-7W5M NA,P.O. Box 1419,ROCKY MOUNTAIN HOUSE,AB,T0M1T0,,WGS84,52.2865,-114.9708,AB-11010302,05DB
2021,438,Conifer Energy Inc.,Redwater Sour Gas Plant 01-29,,,Redwater,AB,,Conventional Oil and Gas extraction,WGS84,53.9527,-113.078,AB-11030202,05EC
2021,440,Conifer Energy Inc.,Judy Creek Gas Conservation Plant,,,Swan Hills,AB,,Conventional Oil and Gas extraction,WGS84,54.5723,-115.5229,AB-17010603,07AH
2021,442,Imperial Oil Resources Limited,Cold Lake,,,Grande Centre,AB,T0A 1T0,Non-Conventional Oil Extraction (including Oilsands and Heavy Oil),WGS84,54.59702,-110.39972,AB-12020103,06AC
2021,444,Vale Canada Limited,Copper Cliff Smelter,,,Copper Cliff,ON,P0M 1N0,Metals (Except Aluminum and Iron and Steel),WGS84,46.4786,-81.0553,ON-02CF-02,02CF
2021,447,Diageo Canada Inc.,Usine de Valleyfield,,,Salaberry-de-Valleyfield,QC,J6T 2G9,Other Manufacturing,WGS84,45.2561,-74.1197,ON-02MCA01,02MC
2008,448,DYNAMIC TIRE CORP.,"DYNAMIC TIRE CORP., SOLID TIRE DIVISION",3161  WHARTON Way North,,MISSISSAUGA,ON,L4X2B7,Plastics and Rubber,WGS84,43.6206,-79.5772,ON-02HC-01,02HC
2021,449,Ifastgroupe,INFASCO,,,Marieville,QC,J3M 1P6,Iron and Steel,WGS84,45.431,-73.1673,NA,02OJ
2021,452,PC Forge - IMT Partnership,FORGE DIVISION,,,Port Colborne,ON,L3K 5V7,Other Manufacturing,WGS84,42.8855,-79.2297,NA,207
2021,455,Ingot Metal Co. Ltd.,INGOT METAL COMPANY LIMITED,,,Weston,ON,M9L 1M3,Metals (Except Aluminum and Iron and Steel),WGS84,43.7595,-79.5488,ON-02HC-02,02HC
1997,456,MDS,Ingram & Bell,20 Bond Avenue,,DON MILLS,ON,M3B1L9,Other (Except Manufacturing),WGS84,43.744,-79.357,ON-02HC-06,02HC
2006,459,CELLIANCE CORPORATION,CELLIANCE TORONTO,55  GLEN SCARLETT Road,,TORONTO,ON,M6N1P5,Chemicals,WGS84,43.6742,-79.4758,ON-02HC-02,02HC
1993,461,Jamaica MFG(Canada) Co. Ltd.,,,,,ON,,,WGS84,44.7233,-75.5272,ON-02MCA06,02MC
2008,462,MARATHON PULP INC,MARATHON PULP - MARATHON,"1 Mill Road, Postal Bag MP",,MARATHON,ON,P0T2E0,Pulp and Paper,WGS84,48.7183,-86.395,NA,201
2021,464,Lebel Cambium Inc. - Bancroft,Bancroft Treating,,,Bancroft,ON,K0L 1C0,Wood Products,WGS84,45.0467,-77.8322,ON-02KD-03,02KD
2010,465,MINE JEFFREY,MINE JEFFREY,2 rue Du Carmel Street,,DANVILLE,QC,J0A1A0,Mining and Quarrying,WGS84,45.7733,-71.9532,NA,02OD
2021,466,John E. Goudey Mfg. Ltd.,John E. Goudey Mfg Limited,,,Toronto,ON,M6H 3V1,Chemicals,WGS84,43.6683,-79.4444,NA,209
2021,476,Kitchen Craft of Canada,Kitchen Craft of Canada,,,WINNIPEG,MB,R2G 4L6,Other Manufacturing,WGS84,49.9302,-97.0258,NA,05OJ
2021,477,Kleen-Flo Tumbler Industries Ltd.,KLEEN-FLO TUMBLER INDUSTRIES LTD.,,,Brampton,ON,L6T 4N1,Chemicals,WGS84,43.6967,-79.695,ON-02HC-01,02HC
2005,478,KODAK CANADA,KODAK CANADA INC.,3500  EGLINTON Avenue West,,TORONTO,ON,M6M1V3,Chemicals,WGS84,43.6904,-79.4856,ON-02HC-02,02HC
2021,479,Cariboo Pulp and Paper Company,Cariboo Pulp and Paper Company,,,Quesnel,BC,V2J 3J6,Pulp and Paper,WGS84,52.998,-122.483,BC_171,08KH
2021,485,Ingredion Canada Corporation,Ingredion Canada Incorporated - London Plant,,,London,ON,N6N 1E3,Other Manufacturing,WGS84,42.9217,-81.1942,ON-02GE-09,02GE
2021,488,Ingredion Canada Corporation,Ingredion Canada Corporation,,,Cardinal,ON,K0E 1E0,Other Manufacturing,WGS84,44.785,-75.3767,ON-02MCA06,02MC
2014,494,Methes Energies Canada Inc.,Methes Energies Canada Inc. -Sombra Plant,224 Holt Line West,,SOMBRA,ON,N0P2H0,Chemicals,WGS84,42.6941,-82.4833,ON-02GGA01,02GG
2021,495,City of Windsor,Lou Romano Water Reclamation Plant,,,Windsor,ON,N9C 4A5,Water and Wastewater Systems,WGS84,42.2833,-83.0864,ON-02GHA02,02GH
2005,500,COLGATE-PALMOLIVE CANADA,LEASIDE,99 Vanderhoof Ave.,,TORONTO,ON,M4G2H6,Chemicals,WGS84,43.712,-79.3612,ON-02HC-06,02HC
2018,502,Cleartech Industries Inc.,Edmonton 142 Street Plant,12020 142nd Street,,EDMONTON,AB,T5L2G8,Chemicals,WGS84,53.5726,-113.566,AB-11020201,05DF
2002,504,Colgate-Palmolive Canada Inc.,MONCTON,722 Edinburgh Drive,,MONCTON,NB,E1E4C2,Chemicals,WGS84,46.092,-64.8479,NA,01BU
1995,506,COLGATE PALMOLIVE MONTREAL CANADA INC,,"5555, RUE CYPIHOT",,ST LAURANT,QC,H4S1R3,Chemicals,WGS84,45.4992,-73.753,NA,210
2021,508,Kemira Chemicals Canada Inc.,KEMIRA CHEMCIALS CANADA INC. - DELTA,,,Delta,BC,V3M 5R4,Chemicals,WGS84,49.1706,-122.9372,BC_103,08MH
2008,511,O-I CANADA CORP.,PLANT #30 TORONTO,777 Kipling Avenue,,TORONTO,ON,M8Z5Z4,"Cement, Lime and Other Non-Metallic Minerals",WGS84,43.6297,-79.5303,NA,209
2008,514,O-I CANADA CORP.,PLANT #37 LAVINGTON,HILL DRIVE,,LAVINGTON,BC,V0E2B0,"Cement, Lime and Other Non-Metallic Minerals",WGS84,50.2299,-119.091,BC_161,08NM
2021,517,O-I Canada Corp.,Plant #31 Brampton,,,Brampton,ON,L6T 2J5,"Cement, Lime and Other Non-Metallic Minerals",WGS84,43.7043,-79.7275,ON-02HC-01,02HC
2008,520,O-I CANADA CORP.,PLANT #36 SCOUDOUC,225 Parker Road,,SCOUDOUC,NB,E4P3P7,"Cement, Lime and Other Non-Metallic Minerals",WGS84,46.1677,-64.5913,NA,01BT
1993,523,CONSUMERS GLASS (HAMILTON),,,,,ON,,,WGS84,43.2572,-79.8411,ON-02HB-01,02HB
2003,526,O-I CANADA CORP.,PLANT #33 MILTON,100 CHISHOLM DRIVE,,MILTON,ON,L9T3G9,"Cement, Lime and Other Non-Metallic Minerals",WGS84,43.5257,-79.9104,ON-02HB-03,02HB
1995,529,Les Industries COBOL Ltd,,9521 Côte de Liesse,,DORVAL,QC,H9P2N9,Chemicals,WGS84,45.4597,-73.7266,NA,210
2013,530,Spectra Premium Industries Inc.,SPI Heat Transfer Division,7029 Farrell Chemin,,CALGARY,AB,T2H0T3,Transportation Equipment Mfg.,WGS84,50.992,-114.059,AB-04020901,05BJ
2021,536,NuVista Energy Ltd.,Wembley Gas Plant,,,Wembley,AB,T0H 3S0,Conventional Oil and Gas extraction,WGS84,55.3359,-119.223,AB-18020503,07GE
2021,538,Crown Metal Packaging Canada LP,CROWN METAL PACKAGING CANADA LP - PLT. 245,,,Weston,ON,M9L 2Y9,Other Manufacturing,WGS84,43.7581,-79.5361,ON-02HC-02,02HC
2003,541,CROWN METAL PACKAGING CANADA LP,CROWN METAL PACKAGING CANADA LP - PLANT 246,5789 Cypihot,,ST. LAURENET,QC,H4S1R3,Other Manufacturing,WGS84,45.4975,-73.7551,NA,210
2008,544,CROWN METAL PACKAGING CANADA LP,CROWN METAL PACKAGING CANADA LP - PLANT 257,125 Irwin Street,,CHATHAM,ON,N7M5L3,Other Manufacturing,WGS84,42.3908,-82.2165,ON-02GE-01,02GE
2011,547,Crown Chemical Products Inc.,CROWN CHEMICAL PRODUCTS INC.,6125 NETHERHART ROAD,,MISSISSAUGA,ON,L5T1G5,Chemicals,WGS84,43.6622,-79.6417,ON-02HC-01,02HC
1993,548,Crown Cork & Seal Canada Inc.-Plt.250,,,,,MB,,,WGS84,49.8856,-97.0717,NA,05OH
2009,554,CROWN METAL PACKAGING CANADA LP,CROWNC METAL PACKAGING CANADA - PLANT 234 MONTREAL,10000 Meilleur Street,,MONTRÉAL,QC,H3L3J7,Other Manufacturing,WGS84,45.5402,-73.6658,NA,210
2021,557,Crown Metal Packaging Canada LP,CROWN METAL PACKAGING CANADA LP - Plant 235,,,Calgary,AB,T1X 1E1,Other Manufacturing,WGS84,50.9873,-113.971,AB-04020901,05BM
2006,563,"CURWOOD, INC",CURWOOD PACKAGING (CANADA) LIMITED,114 Armstrong Avenue,,GEORGETOWN,ON,L7G4S2,Plastics and Rubber,WGS84,43.6542,-79.8886,ON-02HB-05,02HB
2021,566,Acorn Packaging Inc.,Acorn Packaging Inc.,,,Mississauga,ON,L5A 3X6,Other Manufacturing,WGS84,43.5857,-79.5947,NA,209
1993,570,Dale technologies,,,,,ON,,,WGS84,42.5833,-82.3833,ON-02GGB02,02GG
2021,571,CpK Interior Products Inc.,CpK Interior Products - Port Hope Operations,,,Port Hope,ON,L1A 1C4,Transportation Equipment Mfg.,WGS84,43.9517,-78.2819,ON-029B-02,209
2007,574,MARK IV INDUSTRIES,DAYCO CANADA CORP,46 Norelco Drive,,WESTON,ON,M9L1S3,Plastics and Rubber,WGS84,43.7633,-79.5339,ON-02HC-02,02HC
2021,577,Dextran Products Ltd.,DEXTRAN PRODUCTS LIMITED,,,Toronto,ON,M1L 2H5,Chemicals,WGS84,43.7231,-79.2775,ON-02HC-06,02HC
1998,582,"RAISIO CHEMICALS CANADA, INC.",,2525 LEON-TREPANIER,INDUSTRIAL PARK #2,TROIS-RIVIERES,QC,G9A5E1,Chemicals,WGS84,46.3375,-72.5833,NA,02OC
1997,585,"RAISIO CHEMICALS CANADA, INC.",Diachem Industries Ltd.,11420 Blacksmith Pl,,RICHMOND,BC,V7A4X1,Chemicals,WGS84,49.1279,-123.0979,BC_103,08MH
1998,588,"RAISIO CHEMICALS CANADA, INC.",PAC PLANT,39501 GALBRAITH AVENUE,,SQUAMISH,BC,V0N3G0,Chemicals,WGS84,49.6914,-123.1596,BC_190,08GA
1998,591,DiverseyLever Canada,Mississauga,2645 Royal Windsor Dr.,,MISSISSAUGA,ON,L5J1L1,Chemicals,WGS84,43.5018,-79.6392,NA,209
2010,594,JOHNSONDIVERSEY CANADA INC.,Candiac,110 Boulevard Montcalm,,CANDIAC,QC,J5R3L9,Chemicals,WGS84,45.3945,-73.5183,NA,210
1996,597,DIVERSEYLEVER CANADA,VANCOUVER,640 BELGRAVE WAY,,NEW WESTMINISTER,BC,V3M5R7,Chemicals,WGS84,49.1801,-122.9339,BC_103,08MH
1999,600,DiverseyLever Canada,Winnipeg,1810 Dublin Ave.,,WINNIPEG,MB,R3H0H3,Chemicals,WGS84,49.9114,-97.2083,NA,05MJ
1995,603,DIVERSEY INC. DARTMOUTH,,43-47 MOSHER DRIVE,,DARTMOUTH,NS,B3B1E5,Chemicals,WGS84,44.7091,-63.6128,NA,01EJ
2017,606,ESCO Limited,ESCO - PORT COQUITLAM,1855 Avenue Kingsway,,PORT COQUITLAM,BC,V3C1T1,Iron and Steel,WGS84,49.2577,-122.7664,BC_103,08MH
2017,612,Hitachi Construction Truck Manufacturing Ltd.,Hitachi,200 Woodlawn Road West,,GUELPH,ON,N1H1B6,Other Manufacturing,WGS84,43.5561,-80.2917,ON-02GA-09,02GA
2021,618,Louisiana Pacific Canada Ltd.,Golden EWP Division,,,Golden,BC,V0A 1H1,Wood Products,WGS84,51.3138,-116.9804,BC_79,08NA
1996,621,Evans Forest Products Limited,Donald Mill,Box 170,,GOLDEN,BC,V0A1H0,Wood Products,WGS84,51.4898,-123.1761,BC_11,08MB
2021,626,Pfizer Canada ULC,Pfizer Global Supply Brandon,,,Brandon,MB,R7A 7H2,Chemicals,WGS84,49.8471,-99.9165,NA,05MH
2021,629,Boeing Canada Operations Ltd.,BOEING CANADA WINNIPEG,,,Winnipeg,MB,R3J 3M6,Transportation Equipment Mfg.,WGS84,49.8948,-97.2667,NA,05MJ
2018,632,Brimac Anodizing Ltd.,BRIMAC ANODIZING (1985) LIMITED,542 Kipling Avenue,,TORONTO,ON,M8Z5E3,Other Manufacturing,WGS84,43.6128,-79.5236,NA,209
2001,634,Canda Brick Ltd,"Canada Brick, Streetsville","2121 Britannia Rd. W.,",Streetsville,MISSISSAUGA,ON,L5M2C3,"Cement, Lime and Other Non-Metallic Minerals",WGS84,43.5882,-79.7265,ON-02HB-04,02HB
2021,635,Meridian Brick,Meridian Brick - Burlington,,,Burlington,ON,L7R 3Y2,"Cement, Lime and Other Non-Metallic Minerals",WGS84,43.4153,-79.8081,NA,02HB
2007,637,HANSON BRICK,"HANSON BRICK, OTTAWA",3130  RIDEAU Road,,GLOUCESTER,ON,K1G3N4,"Cement, Lime and Other Non-Metallic Minerals",WGS84,45.29668,-75.5757,ON-02LB-08,02LB
2017,639,Hanson Brick,"Hanson Brick, St Lawrence Plant",950 Godin Road,,LA PRAIRIE,QC,J5R3Y1,"Cement, Lime and Other Non-Metallic Minerals",WGS84,45.4062,-73.4942,NA,210
1994,640,"Estevan Brick Div, Canada Brick",,"4th Ave South,",,ESTEVAN,SK,S4A2A2,"Cement, Lime and Other Non-Metallic Minerals",WGS84,49.1417,-103.0014,NA,05NB
2006,642,THE CANADA METAL COMPANY LIMITED,TORONTO OXIDE PLANT,721 Eastern Ave.,,TORONTO,ON,M4M1E6,Chemicals,WGS84,43.6597,-79.3317,NA,209
2002,643,CHEMIRCO CHEMICALS,,940 LANSDOWNE AVENUE,BUILDING 28,TORONTO,ON,M6H3Z4,Chemicals,WGS84,43.6695,-79.4479,NA,209
2006,645,CANADIAN BLUE BIRD COACH,BRANTFORD,"22 Airport Rd, PO Box 880",,BRANTFORD,ON,N3T5R7,Transportation Equipment Mfg.,WGS84,43.1269,-80.3422,ON-02GB-03,02GB
1995,652,CFC/INX LTEE,,2045 BOUL. INDUSTRIEL,,LAVAL,QC,H7S1P7,Chemicals,WGS84,45.5783,-73.7281,NA,210
2014,653,MFC Energy Corporation,Mazeppa Sour Gas Plant,,,HIGH RIVER,AB,T1V1M7,,WGS84,50.6475,-113.772,AB-04010501,05AC
2021,656,"Durez Canada Company, Ltd.",Durez Canada Company Ltd.,,,Fort Erie,ON,L2A 4H9,Chemicals,WGS84,42.9247,-78.9303,ON-02HA-01,02HA
2021,658,Windsor Salt Ltd.,Belle Plaine Facility,,,Belle Plaine,SK,S0G 0G0,Other Manufacturing,WGS84,50.3954,-105.1562,NA,05JE
1993,661,"Canadian Turbo Inc., Lubrefinery",,,,,AB,,,WGS84,53.5947,-113.4254,AB-11030101,05EB
2008,664,MUELLER CANADA,CANVIL,390  2ND Avenue,,SIMCOE,ON,N3Y4K9,Iron and Steel,WGS84,42.8481,-80.3184,ON-02GC-02,02GC
1995,666,"Eagle Ottawa Canada, Ltd.",,125 McDonald Blvd.,,ACTON,ON,L7J2V7,Other Manufacturing,WGS84,43.6354,-80.0429,ON-02HB-05,02HB
1996,668,British Columbia Packers Ltd.,Steveston Plant,4300 Moncton Street,,RICHMOND,BC,V7E3A9,Other Manufacturing,WGS84,49.1383,-123.1642,BC_103,08MH
1996,671,Dynoplast a Division of Dyno Nobel Ltd,,11 Old Black River Road,P.O. Box 2087,SAINT JOHN,NB,E2L3T5,Plastics and Rubber,WGS84,45.2739,-66.0043,NA,01AP
2021,672,Mercer Celgar Limited Partnership,Mercer Celgar Limited Partnership,,,Castlegar,BC,V1N 3H9,Pulp and Paper,WGS84,49.3357,-117.728,BC_96,08NE
1999,675,Tiercon Industries Inc.,CCI Division,1317 Speers Rd.,,OAKVILLE,ON,L6L2X5,Other Manufacturing,WGS84,43.4268,-79.709,NA,02HB
1998,676,GOODYEAR CANADA,Production CentroPneus div Goodyear,885 Aubry,,ST-JEAN SUR RICHELIEU,QC,J3B7R4,Plastics and Rubber,WGS84,45.3093,-73.2882,NA,02OJ
2002,679,Chembond Limited,,2130 Williams Parkway,,BRAMPTON,ON,L6S5X7,Chemicals,WGS84,43.7493,-79.7156,ON-02HC-03,02HC
1996,680,Chevron Canada Resources,Bigoray Sour Gas Plant,10-07-051-09 W5M,,DRAYTON VALLEY,AB,T7A1S3,,WGS84,53.3887,-115.3169,AB-17030101,07BA
2021,683,Energy Transfer Canada,Kaybob South #3 Gas Plant,,,Fox Creek,AB,T0H 1P0,Conventional Oil and Gas extraction,WGS84,54.1944,-116.6322,AB-17010501,07AE
2017,686,Obsidian Energy Ltd.,Acheson Sour Gas Plant 05-02,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.5468,-113.7348,AB-11020301,05EA
2021,689,Obsidian Energy Ltd.,Penn West Pembina 11-22-049-12W5,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.245,-115.6743,AB-17030102,07BA
1996,692,Chevron Canada Resources,Medicine Lodge Sour Gas Plant,09-09-052-21 W5M,,EDSON,AB,T7E1V4,,WGS84,53.4759,-117.0365,AB-17020101,07AF
2006,695,PENN WEST PETROLEUM,MITSUE GAS PLANT 14-30-072-04W5,NE1/4-30-072-04 W5M,,SLAVE LAKE,AB,T0G2A0,,WGS84,55.3583,-114.6172,AB-17040301,07BK
2021,698,Keyera Corp,Fort Saskatchewan Plant,,,Fort Saskatchewan,AB,T8L 2T2,Conventional Oil and Gas extraction,WGS84,53.7469,-113.1645,AB-11030101,05EB
2021,701,Kubota Materials Canada Corporation,Kubota Materials Canada Corporation,,,Orillia,ON,L3V 6L6,Iron and Steel,WGS84,44.6259,-79.4326,ON-02ED-03,02ED
2021,702,Lafarge Canada Inc.,Richmond Cement Plant,,,Richmond,BC,V6W 1H4,"Cement, Lime and Other Non-Metallic Minerals",WGS84,49.1591,-123.0032,BC_103,08MH
2021,705,Lallemand Inc.,USINE MONTREAL,,,Montréal,QC,H1W 2N8,Other Manufacturing,WGS84,45.5389,-73.5447,NA,210
1993,706,LAMBTON AREA WATER SUPPLY SYSTEM,,,,,ON,,,WGS84,42.9706,-82.4081,ON-02GGA01,02GG
2002,708,LEAR CORPORATION CANADA,Ajax Plant,660 MONARCH AVENUE,,AJAX,ON,L1S2G9,Other Manufacturing,WGS84,43.8339,-79.021,NA,209
2002,711,FLINT INK NORTH AMERICA CORPORATION,FLINT INK - TORONTO,511 MILLWAY AVENUE,,CONCORD,ON,L4K3V4,Other Manufacturing,WGS84,43.8007,-79.5284,ON-02HC-02,02HC
1999,715,L&M Screw Machine Products Limited,,130 Milvan Drive,,NORTH YORK,ON,M9L1Z9,Other Manufacturing,WGS84,43.7579,-79.5642,ON-02HC-02,02HC
2020,716,Locweld Inc.,LOCWELD - CANDIAC,50 Iberville Street,,CANDIAC,QC,J5R 1J5,Other Manufacturing,WGS84,45.3968,-73.5247,NA,210
2021,717,Dana Canada Corporation,Dana Cambridge,,,Cambridge,ON,N1R 8G8,Transportation Equipment Mfg.,WGS84,43.3645,-80.2916,ON-02GA-01,02GA
2021,718,Louisiana Pacific Canada Ltd.,LP Dawson Creek,,,Dawson Creek,BC,V1G 4P2,Wood Products,WGS84,55.7814,-120.2753,BC_117,07FD
2021,721,Macco Organiques Inc.,Usine de Valleyfield,,,Valleyfield,QC,J6S 4M5,Chemicals,WGS84,45.2624,-74.1039,ON-02MCA01,02MC
2021,722,2121865 Ontario Ltd.,Mac Coatings,,,Windsor,ON,N8Y 2N7,Chemicals,WGS84,42.3175,-83.0043,ON-02GHA02,02GH
2021,723,Catalyst Paper Corporation,Powell River Division,,,Powell River,BC,V8A 4R3,Pulp and Paper,WGS84,49.8727,-124.5516,BC_73,08GB
2003,725,MACTAC CANADA LTD/LTEE,BRAMPTION FACILITY,100 Kennedy Road South,,BRAMPTON,ON,L6W3E8,Other Manufacturing,WGS84,43.6876,-79.7381,ON-02HC-01,02HC
2021,728,Mancuso Chemicals Limited,NIAGARA FALLS,,,Niagara Falls,ON,L2E 6X8,Chemicals,WGS84,43.0552,-79.088,ON-02HA-02,02HA
2021,729,Mapei Inc.,MAPEI Inc.,,,Laval,QC,H7L 3J5,Chemicals,WGS84,45.5908,-73.7358,NA,210
2021,732,Metalex Products Ltd.,METALEX PRODUCTS - RICHMOND,,,Richmond,BC,V6X 2S8,Other Manufacturing,WGS84,49.1941,-123.092,BC_103,08MH
1999,733,Paintplas Inc.,650 FINLEY AVE.,650 Finley Ave.,,AJAX,ON,L1S6N1,Other Manufacturing,WGS84,43.832,-79.0267,NA,209
1996,734,Mitsubishi Electronics Industries Canada Inc.,Midland,1000 Wye Valley Road,,MIDLAND,ON,L4R4L8,Other Manufacturing,WGS84,44.734,-79.8517,ON-02ED-02,02ED
2013,735,ExxonMobil Chemical Films Canada Ltd.,ExxonMobil Chemical Films Canada Ltd.,321 University Avenue,,BELLEVILLE,ON,K8N5A2,Plastics and Rubber,WGS84,44.2,-77.3678,ON-02HL-01,02HL
2021,738,Pro Form Products Ltd.,Pro Form Products Ltd.,,,Milton,ON,,Chemicals,WGS84,43.5301,-79.8898,ON-02HB-03,02HB
2021,741,Morbern Inc.,Morbern Inc.,,,Cornwall,ON,K6H 5V3,Other Manufacturing,WGS84,45.033,-74.6684,ON-02MCA03,02MC
2007,742,NATIONAL RUBBER TECHNOLOGIES CORP.,SYMINGTON PLANT,394 SYMINGTON AVENUE,,TORONTO,ON,M6N2W3,Plastics and Rubber,WGS84,43.6675,-79.4522,NA,209
2021,743,National Rubber Technologies Corp.,Cawthra Plant,,,Toronto,ON,M6N 5B3,Plastics and Rubber,WGS84,43.6687,-79.4637,ON-02HC-02,209
2021,744,DEPARTMENT OF NATIONAL DEFENCE,8 Wing Trenton Environmental Management,,,Astra,ON,K0K 3W0,Other (Except Manufacturing),WGS84,44.1119,-77.5317,ON-029C-02,209
2021,745,DEPARTMENT OF NATIONAL DEFENCE,14 Wing Greenwood,,,Greenwood,NS,B0P 1N0,Other (Except Manufacturing),WGS84,44.9834,-64.9142,NA,01DC
2021,746,DEPARTMENT OF NATIONAL DEFENCE,5 Wing Goose Bay,,,Goose Bay,NL,A0P 1S0,Other (Except Manufacturing),WGS84,53.3149,-60.4175,NA,03PC
2009,747,STATOILHYDRO,STATOILHYDRO CANADA LTD,7000 boul. Raoul-Duchesne,,BÉCANCOUR,QC,G9H2V3,Metals (Except Aluminum and Iron and Steel),WGS84,46.3714,-72.402,NA,210
2021,748,NCH Corp.,NCH Canada Inc,,,Brampton,ON,L6T 1E6,Chemicals,WGS84,43.6969,-79.7212,ON-02HC-01,02HC
1996,750,Niagara Paint INC.,Niagara Paint,2 Hillyard St.,"Box 402, L.C.D. #1",HAMILTON,ON,L8L7W4,Chemicals,WGS84,43.2632,-79.8412,ON-02HB-01,02HB
2008,751,CLOVERDALE PAINT,NORTHERN PAINT,394 GERTRUDE AVENUE,,WINNIPEG,MB,R3L0M6,Chemicals,WGS84,49.8766,-97.1406,NA,05OC
