Facility_I,Owner_Name,System_Nam,City,Province__,Postal_Cod,Owner_Type,Operator_T,Average_Da,Method_of_,Descriptio,Chlorine_U,System_Typ,Treatment_,Other_Trea,Discharge_,Is_the_hyd,Reporting_,Averaging_,Latitude,Longitude,Verificati,Type_of_Po,Name_of_bo,Name_of_th,Descript_1,Descript_2,System_sta,PRV_WSHD_I,NHN_TWS_ID,Averaging_Period,Year_Most_Recent,Average_Daily_Effluent_Volume_m3,Total_volume_of_effluent_deposited_in_cubic_metres_m3_for_averaging_period_,Average_CBOD_mgL_for_averaging_period,CBOD_Compliance,Average_suspended_solids_mgL_for_averaging_period,Suspended_Solids_Compliance
59713,Driftpile Cree Nation,Driftpile Cree Nation WWTF,Driftpile,Alberta,T0G 0V0,NA,NA,300,Estimate based on the measured rate of influent flow,NA,No,Continuous,"Screening, Chemical Flocculation, Lagoons - Aerated, Other",Submerged Attached Growth Bioreactor (SAGR) - Ammonia Reduction,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Annually,Annually,55.3309,-115.7838,Estimated,Final Discharge Point,Driftpile River,Driftpile River,Other,Fish spawning area within 1500 m,operational,AB-17040201,07BH,NA,NA,NA,NA,NA,NA,NA,NA
26869,Driftpile Cree Nation,driftpile sewerlagoon,Driftpil,Alberta,T0G0V0,NA,NA,600,Determined on the basis of the system's average design rate of influent flow,NA,No,Intermittent,"Primary Sedimentation/Clarification, Lagoon - Non-aerated, Storage Ponds, Trickling Filter",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,55.3462,-115.7423,Verified,Final Discharge Point,Dry ditch,NA,NA,NA,operational,AB-17040201,07BH,Annually,2021,0,0,0,-25,0,-25
1506,EPCOR Water Services Inc.,Gold Bar Wastewater Treatment Plant,Edmonton,Alberta,T6A 2E9,Other,Other,254260,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Grit Removal, Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Skimming, Activated Sludge, Biological Nutrient Removal (Nitrogen and Phosphorus), Disinfection",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Monthly,53.5611,-113.4103,Verified,Final Discharge Point,North Saskatchewan River,North Saskatchewan River,Other,Other,operational,AB-11030101,05EB,Monthly,2021,262374.3,7670583.333,2.758333333,-22.24166667,4.583333333,-20.41666667
23895,EPCOR Water Services Inc.,Steepbank Wastewater Treatment Plant,Fort McMurray,Alberta,T9K 0T4,Other,Other,30,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,Grit Removal,NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,56.972,-111.389,Estimated,Final Discharge Point,t,t,Other,Other,operational,AB-17070101,07DA,NA,NA,NA,NA,NA,NA,NA,NA
24966,Fort Hills Energy Limited Partnership,Fort Hills Oil Sands,Fort McMurray,Alberta,T9H4V9,Other,Other,300,Estimate based on the measured rate of effluent flow,NA,No,Continuous,"Activated Sludge, Other Treatment",membrane bioreactor with uv disinfection,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,57.2151,-111.3925,Verified,Final Discharge Point,Athabasca River,Athabasca River,Other,Watercourse with bulk flow ratio > 100,operational,AB-17070104,07DA,Quarterly,2021,355.5,33052.5,2,-23,3.675,-21.325
28095,Harold Northcott,Didsbury Lagoon,Didsbury,Alberta,T0M0W0,Municipal or another local authority,Municipal or another local authority,1895,Estimate based on generally accepted engineering practices,NA,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Facultative, Lagoon - Non-aerated, Storage Ponds",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,51.6434,-114.0634,Verified,Final Discharge Point,Rosebud Creek,Rosebud Creek,Other,Watercourse with bulk flow ratio >=10 and <=100,operational,AB-08020205,05CE,Annually,2021,1639.3,0,0,-25,0,-25
24233,Husky Energy,Husky Sunrise WWTP,Calgary,Alberta,T2P 3G7,Other,Provincial,92.8,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Screening, Chemical Flocculation, Primary Sedimentation/Clarification, Extended Aeration Activated Sludge, Biological Nitrogen Removal - Nitrification and Denitrification, Filtration, Disinfection",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,51.0036,-114.0988,Estimated,Final Discharge Point,Tributary of the Muskeg River,Un-named ephemeral,Industrial (e.g. hydro-electric),Other,operational,AB-04021001,05BJ,Quarterly,2021,115.2,10824.75,1.6,-23.4,2.525,-22.475
26302,Kneehill County,Hamlet of Huxley Wastewater Lagoon,Huxley,Alberta,T0M 2A0,Municipal or another local authority,Municipal or another local authority,19.6,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Non-applicable,Non-applicable,51.9258,-113.2383,Verified,Final Discharge Point,NA,NA,Agriculture (e.g irrigation),Watercourse with bulk flow ratio < 10,operational,AB-08020202,05CE,Annually,2013,19.6,0,0,NA,0,NA
26300,Kneehill County,Hamlet of Swalwell Wastewater Lagoon,Swalwell,Alberta,T0M 2A0,Municipal or another local authority,Municipal or another local authority,27.6,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Non-applicable,Non-applicable,51.6225,-113.2668,Estimated,Final Discharge Point,NA,NA,Agriculture (e.g irrigation),Watercourse with bulk flow ratio < 10,operational,AB-08020202,05CE,Annually,2014,0,0,0,NA,0,NA
26301,Kneehill County,Hamlet of Torrington Wastewater Lagoon,Torrington,Alberta,T0M 2A0,Municipal or another local authority,Municipal or another local authority,51.9,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Non-applicable,Non-applicable,51.781,-113.6057,Verified,Final Discharge Point,NA,NA,Agriculture (e.g irrigation),Watercourse with bulk flow ratio < 10,operational,AB-08020203,05CE,Annually,2014,94.2,38876.6,7,NA,42,NA
26303,Kneehill County,Hamlet of Wimborne Wastewater Lagoon,Wimborne,Alberta,T0M 2A0,Municipal or another local authority,Municipal or another local authority,9.3,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Non-applicable,Non-applicable,51.8651,-113.6095,Verified,Final Discharge Point,NA,NA,Agriculture (e.g irrigation),Watercourse with bulk flow ratio < 10,operational,AB-08020203,05CE,Annually,2014,0,0,0,NA,0,NA
27999,Lac La Biche County,Lac La Biche BNR,Lac La Biche,Alberta,T0A 2C0,Municipal or another local authority,Municipal or another local authority,2300,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Screening, Primary Sedimentation/Clarification, Extended Aeration Activated Sludge, Biological Ammonia Removal – Nitrification Only , Biological Nitrogen Removal - Nitrification and Denitrification, Chemical Precipitation (Phosphorus), Filtration, Disi",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,54.7439,-111.9984,Verified,Final Discharge Point,Field Lake,Effluent,Other,Natural lake,operational,AB-17050301,07CA,Quarterly,2021,2826.9,195283.5,1.25,-23.75,1.55,-23.45
59618,Lac La Biche County,Plamondon Lagoon,Plamondon,Alberta,T0A 2C0,Municipal or another local authority,Municipal or another local authority,301,Other method of calculation based on measurements,Volume is calculated through the lift station pump hours,No,Intermittent,Lagoon - Non-aerated,NA,Effluent is deposited to water frequented by fish via the final discharge point,NA,Annually,Annually,54.8755,-112.2995,Verified,Final Discharge Point,Lac la Biche,Lac la Biche,Drinking water source,Natural lake,operational,AB-17050301,07CA,Annually,2020,301,35492,5.5,-19.5,14.7,-10.3
30479,Loon River First Nation,Loon River First Nation,Red Earth Creek,Alberta,T0G1X0,NA,NA,170,Other method of calculation based on measurements,Distribution meter plus truck fill meter daily average,No,Intermittent,"Screening, Primary Sedimentation/Clarification, Lagoon - Facultative, Lagoon - Non-aerated, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,56.5277,-115.3593,Verified,Final Discharge Point,Loon River,Loon River,Other,Watercourse with bulk flow ratio >=10 and <=100,operational,AB-18050301,07JC,Annually,2020,123.2,59340,7.9,-17.1,14.5,-10.5
26876,Louis Bull Tribe,Louis Bull sewage lagoon,Maskwacis,Alberta,T0C1N0,NA,NA,318,Other method of calculation based on measurements,"Based on metered water consumption, minus the percentage of usage (homes) not using the waste water lagoon.",No,Intermittent,"Primary Sedimentation/Clarification, Lagoon - Aerobic, Lagoon - Non-aerated, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,52.8749,-113.5976,Verified,Final Discharge Point,NA,NA,Other,NA,operational,AB-09010103,05FA,NA,NA,NA,NA,NA,NA,NA,NA
25812,Mackenzie County,Fort Vermilion Water & Wastewater Operations,Fort Vermilion,Alberta,T0H 1N0,Municipal or another local authority,Municipal or another local authority,2664.9,Other method of calculation based on measurements,Lagoon size measurements and an online trapezoid calculator were used to calculate total discharge volumes and than divided by 21 days of discharge to get daily effluent volume.,No,Intermittent,"Grit Removal, Screening, Primary Sedimentation/Clarification, Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Facultative, Storage Ponds",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,58.3923,-115.9838,Verified,Final Discharge Point,Peace river,Peace River,Other recreational (e.g. boating),Open marine waters,operational,AB-18030401,07JF,Annually,2021,152.9,51806,6.5,-18.5,3,-22
25810,Mackenzie County,La Crete Water & Wastewater Operations,La Crete,Alberta,T0H 2H0,Municipal or another local authority,Municipal or another local authority,384.1,Other method of calculation based on measurements,Annual discharge volume divided by the number of days in a year.,No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Facultative, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,58.2048,-116.3697,Verified,Final Discharge Point,NA,NA,NA,NA,operational,AB-18050404,07JD,Annually,2021,1384.7,245596,0,-25,0,-25
25813,Mackenzie County,Zama Water & Wastewater Operations,Zama City,Alberta,T0H 4E0,Municipal or another local authority,Municipal or another local authority,0,Other method of calculation based on measurements,"The lagoon levels dropped from 386.47m to 385.5m for a total level drop of 0.97m. Lagoon size measurements and an online trapezoid calculator were used to calculate total discharge volumes and results are 81,527m3 Total discharged.",No,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Facultative, Lagoon - Non-aerated",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,59.1374,-118.6659,Verified,Final Discharge Point,NA,NA,NA,NA,operational,AB-19010108,07OA,Annually,2021,172.1,47669.4,0,-25,8.7,-16.3
25421,MDTABER,Enchant Lagoon,Enchant,Alberta,T0K 0V0,Municipal or another local authority,Municipal or another local authority,0,Other method of calculation based on measurements,pump capacity divided by pump run time,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.1679,-112.4165,Verified,Final Discharge Point,Lost Lake,Lost Lake,Agriculture (e.g irrigation),Natural lake,operational,AB-04010601,05AC,Annually,2021,50.2,10254.8,18,-7,39,14
23880,Municipal District of Acadia #34,Acadia Valley Sewage Treatment Facility,Acadia Valley,Alberta,T0J0A0,Municipal or another local authority,Municipal or another local authority,50,Determined on the basis of the system's average design rate of influent flow,NA,No,Intermittent,"Lagoon - Aerobic, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Non-applicable,Non-applicable,51.1593,-110.2233,Verified,Final Discharge Point,n/a,Kennedy Creek,Other,Other,operational,AB-08030404,05CK,NA,NA,NA,NA,NA,NA,NA,NA
25449,Municipal District of Bighorn No.8,Dead Man's Flats Wastewater Treatment Facility,Dead Man's Flats,Alberta,T1W 2W4,Municipal or another local authority,Municipal or another local authority,62.5,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,"Lagoons - Aerated, Polishing Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Yes,Non-applicable,Non-applicable,51.0453,-115.2547,Verified,Final Discharge Point,NA,NA,NA,NA,decommissioned,AB-04020401,05BE,NA,NA,NA,NA,NA,NA,NA,NA
25448,Municipal District of Bighorn No.8,Exshaw Wastewater Treatement Facility,Exshaw,Alberta,T0L 2C0,Municipal or another local authority,Municipal or another local authority,99,Continuous measure of influent volume deposited via the final discharge point,NA,No,Continuous,Other Treatment,exfiltration into the ground,Effluent is deposited to water frequented by fish via the final discharge point,Yes,Non-applicable,Non-applicable,51.059,-115.1551,Verified,Final Discharge Point,NA,NA,NA,NA,operational,AB-04020401,05BE,Annually,2013,153.8,31072,13,NA,NA,NA
26185,Municipal District of Greenview No. 16,Grande Cache Sewage Treatment Plant,Grande Cache,Alberta,T0E 0Y0,Municipal or another local authority,Municipal or another local authority,2500,Continuous measure of effluent volume deposited via the final discharge point,NA,No,Continuous,"Screening, Primary Sedimentation/Clarification, Extended Aeration Activated Sludge",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,53.8671,-119.1602,Verified,Final Discharge Point,Sulpher River,Sulpher River,Other recreational (e.g. boating),Watercourse with bulk flow ratio >=10 and <=100,operational,AB-18020101,07GA,Quarterly,2021,2555.4,177047.25,7.525,-17.475,10.225,-14.775
30576,Municipal District of Lesser Slave River No. 124,Smith Sewage Lagoon,Smith,Alberta,T0G 2A0,Municipal or another local authority,Municipal or another local authority,1400,Other method of calculation based on measurements,volume calculated based on a measured depth prior to discharge,No,Intermittent,"Lagoon - Aerobic, Lagoon - Facultative, Lagoon - Non-aerated",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,55.1668,-114.031,Verified,Final Discharge Point,Athabasca River,Athabasca River,Other,Watercourse with bulk flow ratio > 100,operational,AB-17050101,07BE,Annually,2021,61.3,24600,4.2,-20.8,8.3,-16.7
